retrieval_method,data_lake_version,table_name,query_column,aggregation,top_k,rank,cnd_table,cnd_column,containment,src_nrows,src_ncols,cnd_nrows,cnd_ncols,join_time,matched_rows
minhash,wordnet_full,us_county_population-yadl-depleted,col_to_embed,first,200,4,1ecba8bf6f126eaca6972ac093056c89,diedIn_0,0.03072899640405361,3059,2,128009,3,0.00707,3933.588100686499
minhash,wordnet_full,us_county_population-yadl-depleted,col_to_embed,first,200,5,2aa3a756cc5f92d65bc249f2068ec7f4,isLocatedIn_0,0.02745995423340961,3059,2,4451,3,0.003244,122.22425629290618
minhash,wordnet_full,us_county_population-yadl-depleted,col_to_embed,first,200,6,649909194fbdc0cc1b0c8fb8ced2c91f,wasBornIn_0,0.007518796992481203,3059,2,6889,3,0.003486,51.796992481203006
minhash,wordnet_full,us_county_population-yadl-depleted,col_to_embed,first,200,7,7f4256eaf69a0f78eb0f30d8a43aafc4,diedIn_0,0.018633540372670808,3059,2,40295,3,0.004511,750.8385093167702
minhash,wordnet_full,us_county_population-yadl-depleted,col_to_embed,first,200,8,09570649104f7dcf3afad7a398b28a4c,wasBornIn_0,0.006864988558352402,3059,2,6472,3,0.003121,44.430205949656745
minhash,wordnet_full,us_county_population-yadl-depleted,col_to_embed,first,200,9,deea5242fb559b20eea12c0d1d46f2d0,wasBornIn_0,0.005230467473030402,3059,2,3112,3,0.002809,16.27721477607061
minhash,wordnet_full,us_county_population-yadl-depleted,col_to_embed,first,200,10,9941fd0f79db4bdd44e862b5285c70a4,wasBornIn_0,0.059823471722785224,3059,2,33388,3,0.005031,1997.386073880353
minhash,wordnet_full,us_county_population-yadl-depleted,col_to_embed,first,200,11,a1a7d83ab6da3e305db33d3a57884800,diedIn_0,0.0013076168682576005,3059,2,321,3,0.002008,0.41974501471068976
minhash,wordnet_full,us_county_population-yadl-depleted,col_to_embed,first,200,12,e975eca5dd59d730cf95f901cc50127a,wasBornIn_0,0.41320693036940176,3059,2,128549,3,0.010878,53117.33769205623
minhash,wordnet_full,us_county_population-yadl-depleted,col_to_embed,first,200,13,24e7b1845d84d31b88fc47993490a8ea,isLocatedIn_1,0.28604118993135014,3059,2,10228,3,0.003209,2925.629290617849
minhash,wordnet_full,us_county_population-yadl-depleted,col_to_embed,first,200,14,8d8151df82a5c02ac854167b392fdfd7,isLocatedIn_0,0.02680614579928081,3059,2,14350,3,0.003264,384.66819221967967
